# d24/dsp.csv — PROPOSED DSP address map for D24.
#
# GENERATED by MW/D32/DSP/gen_dsp.py in the invirco/dsp repo from the
# DSP4 node graph (MW/D32/DSP/SHARC/dsp.csv). Do not hand-edit: an
# address typed here is an address no kernel answers on.
#
# Proposed by dsp, landed by the hub at the gate (PW ruling
# 2026-09-08 #5). defs-v* pin: defs-v2026.09.08.4.
#
# ONE ADDRESS MAP FOR THE WHOLE RANGE (decision D3): the superset
# graph is expanded once and this file is the intersection of that
# expansion with this product's cell set, so a cell two products
# share has the same chip, page and address in both files.
#
# 3974 of 4985 defined cells reach a DSP address.
# The other 1011 are named in dsp-unmapped.csv with the
# reason — every defined cell is in exactly one of the two files.
#
# Columns:
#   _Cell        cell name, as spelled by defs/gen/matrix/<p>-mx-master.csv
#   Node         graph node that owns the address (MW/D32/DSP/SHARC/dsp.csv id)
#   NodeType     that node's type
#   DspSpi       DSP the cell lives on: 1 = DSPA (chip 1), 2 = DSPB (chip 2)
#   DspPage      SPI page
#   DspAdd       SPI word address within the page, decimal
#   DspAddHex    the same address, 0xNNNN
#   Access       rw = host writes it | ro = DSP writes it, host polls | mcu = the word carries no DSP symbol (MCU/host hardware control)
#   RampProfile  named ramp preset, or empty for an un-ramped word
#   RampMode     Instant | Slew | LinearFrames
#   RampUpMs     ramp-up time, ms
#   RampDownMs   ramp-down time, ms
#   RampCurve    Linear | Exp
#   RampScope    Scalar = one word ramps on its own | CoeffSetAtomic = the whole coefficient set swaps together
#   Table        host scaling table for the control range, where one applies
#   Notes        what the word is
_Cell,Node,NodeType,DspSpi,DspPage,DspAdd,DspAddHex,Access,RampProfile,RampMode,RampUpMs,RampDownMs,RampCurve,RampScope,Table,Notes
Chan004AuxSend003,C1_RTG_04,ROUTING,1,1,536,0x0218,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:0,
Chan004AuxSend004,C1_RTG_04,ROUTING,1,1,537,0x0219,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:0,
Chan004AuxSend005,C1_RTG_04,ROUTING,1,1,538,0x021A,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:0,
Chan004AuxSend006,C1_RTG_04,ROUTING,1,1,539,0x021B,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:0,
Chan004AuxSend007,C1_RTG_04,ROUTING,1,1,540,0x021C,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:0,
Chan004AuxSend008,C1_RTG_04,ROUTING,1,1,541,0x021D,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:0,
Chan004CompAtt001,C1_COMP_04,COMPRESSOR,1,1,491,0x01EB,rw,DynSafe,LinearFrames,6,20,Exp,Scalar,0=0/254=250/[Log],
Chan004CompDetSrc001,C1_COMP_04,COMPRESSOR,1,1,498,0x01F2,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan004CompEqPos001,C1_COMP_04,COMPRESSOR,1,1,500,0x01F4,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan004CompFilterHpf001,C1_COMP_04,COMPRESSOR,1,1,502,0x01F6,rw,InstantCtl,Instant,0,0,Linear,Scalar,0=20/64=1000/[Log],
Chan004CompFilterLpf001,C1_COMP_04,COMPRESSOR,1,1,502,0x01F6,rw,InstantCtl,Instant,0,0,Linear,Scalar,0=500/127=20000/[Log],"MCU-computed, shares filter base"
Chan004CompFilterOn001,C1_COMP_04,COMPRESSOR,1,1,501,0x01F5,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan004CompFilterQ001,C1_COMP_04,COMPRESSOR,1,1,502,0x01F6,rw,InstantCtl,Instant,0,0,Linear,Scalar,0=0.1/14=10/[Log],MCU-computed
Chan004CompKey001,C1_COMP_04,COMPRESSOR,1,1,497,0x01F1,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan004CompKnee001,C1_COMP_04,COMPRESSOR,1,1,494,0x01EE,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan004CompLimMode001,C1_COMP_04,COMPRESSOR,1,1,499,0x01F3,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan004CompMake001,C1_COMP_04,COMPRESSOR,1,1,493,0x01ED,rw,GainFast,Slew,3,8,Exp,Scalar,0=0/127=20/[Lin],
Chan004CompMtr001,C1_MTR_04,METER,1,1,4623,0x120F,ro,,Instant,0,0,Linear,Scalar,,"meter word +3: compressor gain reduction, dB, clamped to [-80, 0] (PW R3)"
Chan004CompOn001,C1_COMP_04,COMPRESSOR,1,1,488,0x01E8,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan004CompPar001,C1_COMP_04,COMPRESSOR,1,1,495,0x01EF,rw,GainFast,Slew,3,8,Exp,Scalar,0=0/127=100/[Lin],
Chan004CompRat001,C1_COMP_04,COMPRESSOR,1,1,490,0x01EA,rw,DynSafe,LinearFrames,6,20,Exp,Scalar,0=1/127=30/[Log],
Chan004CompRel001,C1_COMP_04,COMPRESSOR,1,1,492,0x01EC,rw,DynSafe,LinearFrames,6,20,Exp,Scalar,0=5/254=5000/[Log],
Chan004CompThr001,C1_COMP_04,COMPRESSOR,1,1,489,0x01E9,rw,DynSafe,LinearFrames,6,20,Exp,Scalar,0=-60/140=10/[Lin],
Chan004CompType001,C1_COMP_04,COMPRESSOR,1,1,496,0x01F0,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan004CtrOn001,C1_RTG_04,ROUTING,1,1,517,0x0205,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan004Delay001,C1_DLY_04,DELAY,1,1,510,0x01FE,rw,InstantCtl,Instant,0,0,Linear,Scalar,0=0/127=250.0/[Log],
Chan004EqFreq001,C1_EQ_04,EQ_BIQUAD,1,1,448,0x01C0,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=20/254=200/[Log],Band 1 coeff base
Chan004EqFreq002,C1_EQ_04,EQ_BIQUAD,1,1,453,0x01C5,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=100/254=1000/[Log],Band 2 coeff base
Chan004EqFreq003,C1_EQ_04,EQ_BIQUAD,1,1,458,0x01CA,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=800/254=5000/[Log],Band 3 coeff base
Chan004EqFreq004,C1_EQ_04,EQ_BIQUAD,1,1,463,0x01CF,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=3000/254=20000/[Log],Band 4 coeff base
Chan004EqGain001,C1_EQ_04,EQ_BIQUAD,1,1,448,0x01C0,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=-15/60=15/[Lin],Band 1 (same base)
Chan004EqGain002,C1_EQ_04,EQ_BIQUAD,1,1,453,0x01C5,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=-15/60=15/[Lin],Band 2 (same base)
Chan004EqGain003,C1_EQ_04,EQ_BIQUAD,1,1,458,0x01CA,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=-15/60=15/[Lin],Band 3 (same base)
Chan004EqGain004,C1_EQ_04,EQ_BIQUAD,1,1,463,0x01CF,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=-15/60=15/[Lin],Band 4 (same base)
Chan004EqHpf001,C1_FILT_04,HPF_LPF,1,1,436,0x01B4,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=20/64=1000/[Log],HPF biquad coeff base
Chan004EqHpfSlope001,C1_FILT_04,HPF_LPF,1,1,436,0x01B4,rw,InstantCtl,Instant,0,0,Linear,Scalar,,MCU-only; shares base addr with EqHpf
Chan004EqLpf001,C1_FILT_04,HPF_LPF,1,1,442,0x01BA,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=1000/127=20000/[Log],LPF biquad coeff base
Chan004EqOn001,C1_EQ_04,EQ_BIQUAD,1,1,469,0x01D5,mcu,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan004EqQ001,C1_EQ_04,EQ_BIQUAD,1,1,448,0x01C0,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=0.1/14=10/[Log],Band 1 (same base)
Chan004EqQ002,C1_EQ_04,EQ_BIQUAD,1,1,453,0x01C5,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=0.1/14=10/[Log],Band 2 (same base)
Chan004EqQ003,C1_EQ_04,EQ_BIQUAD,1,1,458,0x01CA,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=0.1/14=10/[Log],Band 3 (same base)
Chan004EqQ004,C1_EQ_04,EQ_BIQUAD,1,1,463,0x01CF,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=0.1/14=10/[Log],Band 4 (same base)
Chan004EqShelf001,C1_EQ_04,EQ_BIQUAD,1,1,448,0x01C0,rw,InstantCtl,Instant,0,0,Linear,Scalar,,Shelf mode band 1
Chan004EqShelf002,C1_EQ_04,EQ_BIQUAD,1,1,463,0x01CF,rw,InstantCtl,Instant,0,0,Linear,Scalar,,Shelf mode band 4
Chan004FxOn001,C1_RTG_04,ROUTING,1,1,558,0x022E,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan004FxOn002,C1_RTG_04,ROUTING,1,1,559,0x022F,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan004FxOn003,C1_RTG_04,ROUTING,1,1,560,0x0230,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan004FxOn004,C1_RTG_04,ROUTING,1,1,561,0x0231,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan004FxOn005,C1_RTG_04,ROUTING,1,1,562,0x0232,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan004FxOn006,C1_RTG_04,ROUTING,1,1,563,0x0233,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan004FxSend001,C1_RTG_04,ROUTING,1,1,564,0x0234,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:0,
Chan004FxSend002,C1_RTG_04,ROUTING,1,1,565,0x0235,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:0,
Chan004FxSend003,C1_RTG_04,ROUTING,1,1,566,0x0236,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:0,
Chan004FxSend004,C1_RTG_04,ROUTING,1,1,567,0x0237,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:0,
Chan004FxSend005,C1_RTG_04,ROUTING,1,1,568,0x0238,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:0,
Chan004FxSend006,C1_RTG_04,ROUTING,1,1,569,0x0239,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:0,
Chan004Gain001,C1_GAIN_04,GAIN,1,1,432,0x01B0,rw,GainFast,Slew,3,8,Exp,Scalar,0=0/127=60/[Lin],
Chan004GateAtt001,C1_GATE_04,GATE,1,1,474,0x01DA,rw,DynSafe,LinearFrames,6,20,Exp,Scalar,0=0.1/127=250/[Log],
Chan004GateDetSrc001,C1_GATE_04,GATE,1,1,479,0x01DF,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan004GateFilterHpf001,C1_GATE_04,GATE,1,1,481,0x01E1,rw,InstantCtl,Instant,0,0,Linear,Scalar,0=20/64=1000/[Log],Sidechain HPF
Chan004GateFilterLpf001,C1_GATE_04,GATE,1,1,486,0x01E6,rw,InstantCtl,Instant,0,0,Linear,Scalar,0=500/127=20000/[Log],Sidechain LPF coeff base
Chan004GateFilterOn001,C1_GATE_04,GATE,1,1,480,0x01E0,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan004GateFilterQ001,C1_GATE_04,GATE,1,1,481,0x01E1,rw,InstantCtl,Instant,0,0,Linear,Scalar,0=0.1/14=10/[Log],"MCU-computed, shares HPF base"
Chan004GateHold001,C1_GATE_04,GATE,1,1,475,0x01DB,rw,DynSafe,LinearFrames,6,20,Exp,Scalar,0=0/127=2000/[Log],
Chan004GateKey001,C1_GATE_04,GATE,1,1,478,0x01DE,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan004GateMtr001,C1_MTR_04,METER,1,1,4622,0x120E,ro,,Instant,0,0,Linear,Scalar,,"meter word +2: gain reduction — declared, never written (defect 4)"
Chan004GateOn001,C1_GATE_04,GATE,1,1,472,0x01D8,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan004GateRel001,C1_GATE_04,GATE,1,1,476,0x01DC,rw,DynSafe,LinearFrames,6,20,Exp,Scalar,0=50/127=5000/[Log],
Chan004GateRng001,C1_GATE_04,GATE,1,1,477,0x01DD,rw,DynSafe,LinearFrames,6,20,Exp,Scalar,0=0/127=60/[Lin],
Chan004GateThr001,C1_GATE_04,GATE,1,1,473,0x01D9,rw,DynSafe,LinearFrames,6,20,Exp,Scalar,0=-80/127=0/[Lin],
Chan004GrpOn001,C1_RTG_04,ROUTING,1,1,518,0x0206,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan004GrpOn002,C1_RTG_04,ROUTING,1,1,519,0x0207,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan004GrpOn003,C1_RTG_04,ROUTING,1,1,520,0x0208,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan004GrpOn004,C1_RTG_04,ROUTING,1,1,521,0x0209,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan004InputSel001,C1_GAIN_04,GAIN,1,1,435,0x01B3,mcu,InstantCtl,Instant,0,0,Linear,Scalar,,MCU hardware control
Chan004Level001,C1_FDR_04,FADER_PAN,1,1,512,0x0200,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:10,
Chan004MainOn001,C1_RTG_04,ROUTING,1,1,516,0x0204,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan004MatrixOn001,C1_RTG_04,ROUTING,1,1,4818,0x12D2,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan004MatrixOn002,C1_RTG_04,ROUTING,1,1,4819,0x12D3,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan004MatrixSend001,C1_RTG_04,ROUTING,1,1,4820,0x12D4,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:0,
Chan004MatrixSend002,C1_RTG_04,ROUTING,1,1,4821,0x12D5,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:0,
Chan004Mtr001,C1_MTR_04,METER,1,1,4620,0x120C,ro,,Instant,0,0,Linear,Scalar,,meter word +0: linear peak
Chan004Mtr002,C1_MTR_04,METER,1,1,4621,0x120D,ro,,Instant,0,0,Linear,Scalar,,meter word +1: linear true RMS
Chan004Mute001,C1_FDR_04,FADER_PAN,1,1,514,0x0202,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan004Pan001,C1_FDR_04,FADER_PAN,1,1,513,0x0201,rw,GainFast,Slew,3,8,Exp,Scalar,Pan:dB:0:Off,
Chan004Phantom001,C1_GAIN_04,GAIN,1,1,434,0x01B2,mcu,InstantCtl,Instant,0,0,Linear,Scalar,,MCU hardware control
Chan004Pol001,C1_GAIN_04,GAIN,1,1,433,0x01B1,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan004TubeOn001,C1_TUBE_04,TUBE_SAT,1,1,508,0x01FC,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan004TubeSat001,C1_TUBE_04,TUBE_SAT,1,1,509,0x01FD,rw,GainFast,Slew,3,8,Exp,Scalar,0=0/127=100/[Lin],
Chan005AuxOn001,C1_RTG_05,ROUTING,1,1,666,0x029A,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan005AuxOn002,C1_RTG_05,ROUTING,1,1,667,0x029B,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan005AuxOn003,C1_RTG_05,ROUTING,1,1,668,0x029C,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan005AuxOn004,C1_RTG_05,ROUTING,1,1,669,0x029D,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan005AuxOn005,C1_RTG_05,ROUTING,1,1,670,0x029E,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan005AuxOn006,C1_RTG_05,ROUTING,1,1,671,0x029F,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan005AuxOn007,C1_RTG_05,ROUTING,1,1,672,0x02A0,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan005AuxOn008,C1_RTG_05,ROUTING,1,1,673,0x02A1,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan005AuxPick001,C1_RTG_05,ROUTING,1,1,690,0x02B2,rw,InstantCtl,Instant,0,0,Linear,Scalar,,Pickoff: 0=PreEQ 1=PostEQ 2=PreFdr 3=PostFdr
Chan005AuxPick002,C1_RTG_05,ROUTING,1,1,691,0x02B3,rw,InstantCtl,Instant,0,0,Linear,Scalar,,Pickoff: 0=PreEQ 1=PostEQ 2=PreFdr 3=PostFdr
Chan005AuxPick003,C1_RTG_05,ROUTING,1,1,692,0x02B4,rw,InstantCtl,Instant,0,0,Linear,Scalar,,Pickoff: 0=PreEQ 1=PostEQ 2=PreFdr 3=PostFdr
Chan005AuxPick004,C1_RTG_05,ROUTING,1,1,693,0x02B5,rw,InstantCtl,Instant,0,0,Linear,Scalar,,Pickoff: 0=PreEQ 1=PostEQ 2=PreFdr 3=PostFdr
Chan005AuxPick005,C1_RTG_05,ROUTING,1,1,694,0x02B6,rw,InstantCtl,Instant,0,0,Linear,Scalar,,Pickoff: 0=PreEQ 1=PostEQ 2=PreFdr 3=PostFdr
Chan005AuxPick006,C1_RTG_05,ROUTING,1,1,695,0x02B7,rw,InstantCtl,Instant,0,0,Linear,Scalar,,Pickoff: 0=PreEQ 1=PostEQ 2=PreFdr 3=PostFdr
Chan005AuxPick007,C1_RTG_05,ROUTING,1,1,696,0x02B8,rw,InstantCtl,Instant,0,0,Linear,Scalar,,Pickoff: 0=PreEQ 1=PostEQ 2=PreFdr 3=PostFdr
Chan005AuxPick008,C1_RTG_05,ROUTING,1,1,697,0x02B9,rw,InstantCtl,Instant,0,0,Linear,Scalar,,Pickoff: 0=PreEQ 1=PostEQ 2=PreFdr 3=PostFdr
Chan005AuxSend001,C1_RTG_05,ROUTING,1,1,678,0x02A6,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:0,
Chan005AuxSend002,C1_RTG_05,ROUTING,1,1,679,0x02A7,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:0,
Chan005AuxSend003,C1_RTG_05,ROUTING,1,1,680,0x02A8,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:0,
Chan005AuxSend004,C1_RTG_05,ROUTING,1,1,681,0x02A9,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:0,
Chan005AuxSend005,C1_RTG_05,ROUTING,1,1,682,0x02AA,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:0,
Chan005AuxSend006,C1_RTG_05,ROUTING,1,1,683,0x02AB,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:0,
Chan005AuxSend007,C1_RTG_05,ROUTING,1,1,684,0x02AC,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:0,
Chan005AuxSend008,C1_RTG_05,ROUTING,1,1,685,0x02AD,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:0,
Chan005CompAtt001,C1_COMP_05,COMPRESSOR,1,1,635,0x027B,rw,DynSafe,LinearFrames,6,20,Exp,Scalar,0=0/254=250/[Log],
Chan005CompDetSrc001,C1_COMP_05,COMPRESSOR,1,1,642,0x0282,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan005CompEqPos001,C1_COMP_05,COMPRESSOR,1,1,644,0x0284,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan005CompFilterHpf001,C1_COMP_05,COMPRESSOR,1,1,646,0x0286,rw,InstantCtl,Instant,0,0,Linear,Scalar,0=20/64=1000/[Log],
Chan005CompFilterLpf001,C1_COMP_05,COMPRESSOR,1,1,646,0x0286,rw,InstantCtl,Instant,0,0,Linear,Scalar,0=500/127=20000/[Log],"MCU-computed, shares filter base"
Chan005CompFilterOn001,C1_COMP_05,COMPRESSOR,1,1,645,0x0285,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan005CompFilterQ001,C1_COMP_05,COMPRESSOR,1,1,646,0x0286,rw,InstantCtl,Instant,0,0,Linear,Scalar,0=0.1/14=10/[Log],MCU-computed
Chan005CompKey001,C1_COMP_05,COMPRESSOR,1,1,641,0x0281,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan005CompKnee001,C1_COMP_05,COMPRESSOR,1,1,638,0x027E,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan005CompLimMode001,C1_COMP_05,COMPRESSOR,1,1,643,0x0283,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan005CompMake001,C1_COMP_05,COMPRESSOR,1,1,637,0x027D,rw,GainFast,Slew,3,8,Exp,Scalar,0=0/127=20/[Lin],
Chan005CompMtr001,C1_MTR_05,METER,1,1,4627,0x1213,ro,,Instant,0,0,Linear,Scalar,,"meter word +3: compressor gain reduction, dB, clamped to [-80, 0] (PW R3)"
Chan005CompOn001,C1_COMP_05,COMPRESSOR,1,1,632,0x0278,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan005CompPar001,C1_COMP_05,COMPRESSOR,1,1,639,0x027F,rw,GainFast,Slew,3,8,Exp,Scalar,0=0/127=100/[Lin],
Chan005CompRat001,C1_COMP_05,COMPRESSOR,1,1,634,0x027A,rw,DynSafe,LinearFrames,6,20,Exp,Scalar,0=1/127=30/[Log],
Chan005CompRel001,C1_COMP_05,COMPRESSOR,1,1,636,0x027C,rw,DynSafe,LinearFrames,6,20,Exp,Scalar,0=5/254=5000/[Log],
Chan005CompThr001,C1_COMP_05,COMPRESSOR,1,1,633,0x0279,rw,DynSafe,LinearFrames,6,20,Exp,Scalar,0=-60/140=10/[Lin],
Chan005CompType001,C1_COMP_05,COMPRESSOR,1,1,640,0x0280,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan005CtrOn001,C1_RTG_05,ROUTING,1,1,661,0x0295,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan005Delay001,C1_DLY_05,DELAY,1,1,654,0x028E,rw,InstantCtl,Instant,0,0,Linear,Scalar,0=0/127=250.0/[Log],
Chan005EqFreq001,C1_EQ_05,EQ_BIQUAD,1,1,592,0x0250,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=20/254=200/[Log],Band 1 coeff base
Chan005EqFreq002,C1_EQ_05,EQ_BIQUAD,1,1,597,0x0255,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=100/254=1000/[Log],Band 2 coeff base
Chan005EqFreq003,C1_EQ_05,EQ_BIQUAD,1,1,602,0x025A,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=800/254=5000/[Log],Band 3 coeff base
Chan005EqFreq004,C1_EQ_05,EQ_BIQUAD,1,1,607,0x025F,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=3000/254=20000/[Log],Band 4 coeff base
Chan005EqGain001,C1_EQ_05,EQ_BIQUAD,1,1,592,0x0250,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=-15/60=15/[Lin],Band 1 (same base)
Chan005EqGain002,C1_EQ_05,EQ_BIQUAD,1,1,597,0x0255,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=-15/60=15/[Lin],Band 2 (same base)
Chan005EqGain003,C1_EQ_05,EQ_BIQUAD,1,1,602,0x025A,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=-15/60=15/[Lin],Band 3 (same base)
Chan005EqGain004,C1_EQ_05,EQ_BIQUAD,1,1,607,0x025F,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=-15/60=15/[Lin],Band 4 (same base)
Chan005EqHpf001,C1_FILT_05,HPF_LPF,1,1,580,0x0244,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=20/64=1000/[Log],HPF biquad coeff base
Chan005EqHpfSlope001,C1_FILT_05,HPF_LPF,1,1,580,0x0244,rw,InstantCtl,Instant,0,0,Linear,Scalar,,MCU-only; shares base addr with EqHpf
Chan005EqLpf001,C1_FILT_05,HPF_LPF,1,1,586,0x024A,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=1000/127=20000/[Log],LPF biquad coeff base
Chan005EqOn001,C1_EQ_05,EQ_BIQUAD,1,1,613,0x0265,mcu,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan005EqQ001,C1_EQ_05,EQ_BIQUAD,1,1,592,0x0250,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=0.1/14=10/[Log],Band 1 (same base)
Chan005EqQ002,C1_EQ_05,EQ_BIQUAD,1,1,597,0x0255,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=0.1/14=10/[Log],Band 2 (same base)
Chan005EqQ003,C1_EQ_05,EQ_BIQUAD,1,1,602,0x025A,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=0.1/14=10/[Log],Band 3 (same base)
Chan005EqQ004,C1_EQ_05,EQ_BIQUAD,1,1,607,0x025F,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=0.1/14=10/[Log],Band 4 (same base)
Chan005EqShelf001,C1_EQ_05,EQ_BIQUAD,1,1,592,0x0250,rw,InstantCtl,Instant,0,0,Linear,Scalar,,Shelf mode band 1
Chan005EqShelf002,C1_EQ_05,EQ_BIQUAD,1,1,607,0x025F,rw,InstantCtl,Instant,0,0,Linear,Scalar,,Shelf mode band 4
Chan005FxOn001,C1_RTG_05,ROUTING,1,1,702,0x02BE,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan005FxOn002,C1_RTG_05,ROUTING,1,1,703,0x02BF,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan005FxOn003,C1_RTG_05,ROUTING,1,1,704,0x02C0,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan005FxOn004,C1_RTG_05,ROUTING,1,1,705,0x02C1,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan005FxOn005,C1_RTG_05,ROUTING,1,1,706,0x02C2,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan005FxOn006,C1_RTG_05,ROUTING,1,1,707,0x02C3,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan005FxSend001,C1_RTG_05,ROUTING,1,1,708,0x02C4,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:0,
Chan005FxSend002,C1_RTG_05,ROUTING,1,1,709,0x02C5,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:0,
